ID,Year,Month,Day,Type,Dead,Dead Perpetrator,Injured,Injured Perpetrator,Country,City,Perpetrator
2461,2018,11,21,grenade attack,0,,4,, Colombia,Tibu,FARC 33th Front
2462,2018,11,21,bombing,0,,10,, Pakistan,Chaman,Unknown
2463,2018,11,22,shooting,0,,0,, Democratic Republic of the Congo,Beni,Allied Democratic Forces
2464,2018,11,22,shooting,3,,0,, Somalia,Beled Hawo,Al-Shabaab
2465,2018,11,22,bombing,0,,0,, Colombia,Saravena,ELN
2466,2018,11,22,shooting,4,,7,, Afghanistan,Qala e Naw,Taliban
2467,2018,11,22,ambush,4,,7,, Afghanistan,Qala e Naw,Taliban
2468,2018,11,22,bombing,0,,0,, Thailand,Waeng District,Barisan Revolusi Nasional
2469,2018,11,22,shooting,8,,5,, Niger,Diffa Department,Boko Haram
2470,2018,11,22,bombing,4,,7,, Iraq,Mosul,Islamic State
2471,2018,11,22,grenade attack,1,,3,, India,Sivasagar district,United Liberation Front of Assam (suspected)
2472,2018,11,22,shooting,2,1,3,, Philippines,Zamboanga City,Abu Sayyaf
2473,2018,11,22,bombing,2,,4,, Iraq,Badush Dam,Islamic State
2474,2018,11,22,melee attack,12,,0,, Mozambique,Nangade District,Ansar al Sunna
2475,2018,11,22,arson,12,,0,, Mozambique,Nangade District,Ansar al Sunna
2476,2018,11,22,shooting,2,,0,, Thailand,Kapho District,Barisan Revolusi Nasional
2477,2018,11,22,shooting,10,,0,, Syria,Tadmur District,Islamic State
2478,2018,11,23,shooting,4,3,0,, Pakistan,Karachi,Balochistan Liberation Army
2479,2018,11,23,shooting,1,,0,, Mozambique,Marrupa District,Ansar al Sunna
2480,2018,11,23,suicide bombing,34,1,56,, Pakistan,Kalaya,Islamic State
2481,2018,11,23,suicide bombing,27,1,57,, Afghanistan,Khost Province,Islamic State
2482,2018,11,23,arson,0,,0,, Chile,Curanilahue,Coordinadora Arauco Malleco
2483,2018,11,23,shooting,5,,1,, Yemen,Mudiyah District,Al-Qaeda in the Arabian Peninsula
2484,2018,11,23,rocket attack,5,,1,, Yemen,Mudiyah District,Al-Qaeda in the Arabian Peninsula
2485,2018,11,23,petrolbombing,0,,0,, Argentina,Córdoba,Anarchist
2486,2018,11,23,bombing,0,,4,, Pakistan,Dera Bugti District,Unknown
2487,2018,11,23,shooting,9,,11,, Libya,Tazirbu,Islamic State
2488,2018,11,23,kidnapping,9,,11,, Libya,Tazirbu,Islamic State
2489,2018,11,23,shooting,1,,1,, Democratic Republic of the Congo,Beni,Allied Democratic Forces
2490,2018,11,23,bombing,2,,2,, Colombia,El Tarra,ELN
2491,2018,11,23,shootings,92,61,?,, Syria,Deir ez-Zor Governorate,Islamic State
2492,2018,11,24,kidnapping,0,,3 Kidnapped,, Cameroon,Muyuka,Ambazonian separatist
2493,2018,11,24,bombing,10,,Several,, Somalia,Balad,Al-Shabaab
2494,2018,11,24,shooting,10,,Several,, Somalia,Balad,Al-Shabaab
2495,2018,11,24,kidnapping,0,,15 (kidnapped),, Niger,Toumour,Boko Haram
2496,2018,11,24,bombing,2,,1,, Iraq,Badush,Islamic State (suspected)
2497,2018,11,24,bombing,5,,0,, Syria,Aleppo Governorate,Islamic State
2498,2018,11,24,chemical attack,0,,100,, Syria,Aleppo,Ahrar al-Sham (suspected)
2499,2018,11,25,shooting,0,,0,, Paraguay,Santa Rosa del Aguaray,Paraguayan People's Army
2500,2018,11,25,shooting,2,8,Unknown,, India,Sukma district,CPI
2501,2018,11,25,bombing,0,,3,, Somalia,Baidoa,Al-Shabaab (suspected)
2502,2018,11,25,shooting,0,1,5,, Colombia,Bajo Baudó,ELN
2503,2018,11,25,bombing,3,,0,, Syria,Manbij,Islamic State
2504,2018,11,25,arson,0,,0,, Chile,Collipulli,Coordinadora Arauco Malleco (suspected)
2505,2018,11,25,shooting,10,,3,, Afghanistan,Qaysar District,Taliban
2506,2018,11,25,shooting,3,,0,, Thailand,Songkhla Province,Barisan Revolusi Nasional
2507,2018,11,25,shooting,22,,2,, Afghanistan,Farah Province,Taliban
2508,2018,11,25,ambush,22,,2,, Afghanistan,Farah Province,Taliban
2509,2018,11,26,suicide car bombing,20,4,20,, Somalia,Galkayo,Al-Shabaab
2510,2018,11,26,shooting,20,4,20,, Somalia,Galkayo,Al-Shabaab
2511,2018,11,26,car bombing,8,,15,, Somalia,Mogadishu,Al-Shabaab
2512,2018,11,26,shooting,2,,0,, Democratic Republic of the Congo,North Kivu,Allied Democratic Forces
2513,2018,11,26,stabbing,12,,2,, Mozambique,Nangade District,Ansar al-Sunna
2514,2018,11,26,assault,12,,2,, Mozambique,Nangade District,Ansar al-Sunna
2515,2018,11,26,shooting,8,,0,, Democratic Republic of the Congo,Oicha,Allied Democratic Forces
2516,2018,11,26,arson,8,,0,, Democratic Republic of the Congo,Oicha,Allied Democratic Forces
2517,2018,11,26,looting,8,,0,, Democratic Republic of the Congo,Oicha,Allied Democratic Forces
2518,2018,11,26,melee attack,4,,1,, Nigeria,Borno State,Boko Haram
2519,2018,11,26,vehicular attack,0,1,3,, West Bank,Karmei Tzur,Palestinian Nationalist
2520,2018,11,27,shooting,0,,1,, Philippines,Hinoba-an,New People's Army
2521,2018,11,27,shooting,1,,1,, Mozambique,Macomia District,Ansar al Sunna
2522,2018,11,27,melee attack,1,,1,, Mozambique,Macomia District,Ansar al Sunna
2523,2018,11,27,arson,1,,1,, Mozambique,Macomia District,Ansar al Sunna
2524,2018,11,27,shooting,3,,0,, Nigeria,Cross Kauwa,Boko Haram
2525,2018,11,27,bombing,4,,3,, Afghanistan,Ghazni,Taliban
2526,2018,11,27,car bombing,1,,2,, Iraq,Baghdad,Islamic State (suspected)
2527,2018,11,27,kidnapping,0,,5 Kidnapped,, Cameroon,Bamenda,Ambazonia Defence Forces (suspected)
2528,2018,11,28,bombing,1,2,1,, Somalia,Buloburde,Al-Shabaab
2529,2018,11,28,suicide car bombing,10,1,19,, Afghanistan,Kabul,Taliban
2530,2018,11,28,shooting,10,1,19,, Afghanistan,Kabul,Taliban
2531,2018,11,28,bombing,2,,2,, Iraq,Ba'quba District,Islamic State
2532,2018,11,28,shooting,2,,2,, Iraq,Ba'quba District,Islamic State
2533,2018,11,28,suicide bombing,0,2,29,, Cameroon,Amchide,Boko Haram
2534,2018,11,28,shooting,2,,0,, Sri Lanka,Vavunathivu,National Thowheeth Jama'ath
2535,2018,11,29,kidnapping,0,,30 Kidnapped,, Cameroon,West Region,Ambazonia Defence Forces
2536,2018,11,29,bombing,0,,30 Kidnapped,, Cameroon,West Region,Ambazonia Defence Forces
2537,2018,11,29,bombing,2,,0,, Pakistan,Bajaur District,Tehrik-i-Taliban Pakistan (suspected)
2538,2018,11,29,shooting,0,,1,, Tunisia,Kasserine Governorate,Islamic State
2539,2018,11,29,shooting,1,,1,, Mozambique,Macomia District,Ansar al-Sunna
2540,2018,11,29,arson,1,,1,, Mozambique,Macomia District,Ansar al-Sunna
2541,2018,11,29,car bombing,0,,0,, Afghanistan,Jalalabad,Islamic State
2542,2018,11,29,shooting,15,,Unknown,, Ethiopia,West Welega Zone,Oromo Liberation Front
2543,2018,11,29,ambush,15,,Unknown,, Ethiopia,West Welega Zone,Oromo Liberation Front
2544,2018,11,29,bombing,1,,4,, Iraq,Hamrin Mountains,Islamic State
2545,2018,11,30,shooting,1,,7,, Nigeria,Baga,Boko Haram
2546,2018,11,30,ambush,1,,0,, Afghanistan,Shindand District,Taliban
2547,2018,11,30,shooting,1,,0,, Afghanistan,Shindand District,Taliban
2548,2018,11,30,bombing,2,,Several,, Mali,Baye,Al-Qaeda in the Islamic Maghreb (suspected)
2549,2018,11,30,shooting,2,,Several,, Mali,Baye,Al-Qaeda in the Islamic Maghreb (suspected)
2550,2018,11,30,bombing,5,,0,, Burkina Faso,Boungou,Al-Qaeda in the Islamic Maghreb (suspected)
2551,2018,11,30,shooting,5,,0,, Burkina Faso,Boungou,Al-Qaeda in the Islamic Maghreb (suspected)
2552,2018,11,30,shooting,5,,2,, Mali,Monimpébougou,Al-Qaeda in the Islamic Maghreb (suspected)
2553,2018,11,30,shooting,1,,0,, Niger,Téra,Islamic State (suspected)
2554,2018,12,1,shooting,7,11,11,, Afghanistan,Faryab Province,Taliban
2555,2018,12,1,arson,0,,0,, India,Gadchiroli district,PLGA
2556,2018,12,1,hostage taking,0,,0,, India,Gadchiroli district,PLGA
2557,2018,12,1,shooting,8,6,Several,, Nigeria,Gujba,Boko Haram
2558,2018,12,1,attempted bombing,0,,0,, México,Cancún,Celulas de Ataque contra la Devastacion de la Tierra
2559,2018,12,1,shooting,1,,2,, Iraq,Hawija District,Islamic State
2560,2018,12,1,arson,0,,1,, Chile,Collipulli,Coordinadora Arauco Malleco (suspected)
2561,2018,12,1,shooting,1,,1,, Pakistan,Machh,Lashkar-e-Jhangvi
2562,2018,12,1,suicide bombings,0,2,5,, Nigeria,Maiduguri,Boko Haram
2563,2018,12,1,bombing,5,,0,, Burkina Faso,Bangou,Al-Qaeda in the Islamic Maghreb (suspected)
2564,2018,12,1,shooting,4,,0,, Mozambique,Mocímboa da Praia District,Ansar al Sunna
2565,2018,12,1,arson,4,,0,, Mozambique,Mocímboa da Praia District,Ansar al Sunna
2566,2018,12,1,melee attack,4,,0,, Mozambique,Mocímboa da Praia District,Ansar al Sunna
2567,2018,12,2,assassination,1,,0,, India,Rajnandgaon district,PLGA
2568,2018,12,2,kidnapping,0,,60,, Afghanistan,Dara-I-Suf District,Taliban
2569,2018,12,2,artillery shelling,1,,1,, Syria,Hama Governorate,Guardians of Religion Organization (suspected)
2570,2018,12,2,shooting,3,,0,, Syria,Khan Tuman,Tahrir al-Sham
2571,2018,12,2,shooting,2,,8,, Afghanistan,Andkhoy,Taliban
2572,2018,12,2,car bombing,1,,2,, Somalia,Mogadishu,Al-Shabaab
2573,2018,12,2,shooting,1,,1,, Pakistan,Rawalpindi,Hizbul Ahrar
2574,2018,12,2,shooting,31,,0,, Indonesia,Nduga Regency,Free Papua Movement
2575,2018,12,3,car bombing,0,,0,, Pakistan,Karachi,Islamists (suspected)
2576,2018,12,3,shooting,1,,0,, Afghanistan,Kandahar city,Taliban
2577,2018,12,3,shooting,0,,0,, Cameroon,Kumbo,Ambazonia Separatist
2578,2018,12,3,bombing,0,,0,, Chile,Las Condes,Grupo de Ataque Antipatriarcal Claudia López/NANGU
2579,2018,12,3,shooting,5,13,7,, Afghanistan,Sayyad District,Taliban
2580,2018,12,4,assassination,1,,0,, Northern Ireland,Belfast,Irish National Liberation Army (suspected)
2581,2018,12,4,shooting,1,,0,, Iraq,Nineveh Governorate,Islamic State
2582,2018,12,4,arson,0,,0,, Greece,Athens,Anarchists
2583,2018,12,4,car bombing,0,,1,, Somalia,Mogadishu,Al-Shabaab (suspected)
2584,2018,12,4,shooting,0,,3,, Burkina Faso,Seytenga Department,Islamic State (suspected)
2585,2018,12,4,arson,0,,3,, Burkina Faso,Seytenga Department,Islamic State (suspected)
2586,2018,12,4,shooting,2,,0,, India,Bastar district,PLGA
2587,2018,12,4,shooting,2,,0,, Afghanistan,Kandahar City,Taliban
2588,2018,12,4,shooting,4,6,0,, Afghanistan,Herat Province,Taliban
2589,2018,12,4,shooting,3,,0,, Afghanistan,Shindand District,Taliban
2590,2018,12,4,shooting,0,3,1,, India,Mon district,ULFA
2591,2018,12,4,attempted ambush,0,3,1,, India,Mon district,ULFA
2592,2018,12,4,bombing,2,,1,, Afghanistan,Zhari District,Taliban
2593,2018,12,4,shooting,1,,1 Kidnapped,, Afghanistan,Jalalabad City,Taliban
2594,2018,12,4,kidnapping,1,,1 Kidnapped,, Afghanistan,Jalalabad City,Taliban
2595,2018,12,4,shootings,1,,2,, Nigeria,Borno State,Boko Haram
2596,2018,12,5,shooting,6,7,0,, Syria,Tadmur District,Islamic State
2597,2018,12,5,shooting,3,,Several,, Syria,Abu Kamal,Islamic State
2598,2018,12,5,shooting,0,,0,, Philippines,Ampatuan,Bangsamoro Islamic Freedom Fighters
2599,2018,12,5,shutdown,0,,0,, Philippines,Ampatuan,Bangsamoro Islamic Freedom Fighters
2600,2018,12,5,melee attack,1,,0,, India,Dantewada district,PLGA
2601,2018,12,5,arson,1,,0,, India,Dantewada district,PLGA
2602,2018,12,5,shooting,8,10,Unknown,, Nigeria,Yobe State,Boko Haram
2603,2018,12,5,shooting,1,6,0,, Mali,Bankass,Al-Qaeda in the Islamic Maghreb
2604,2018,12,5,bombing,0,,4,, Iraq,Al-Hilla District,Islamic State
2605,2018,12,6,assassination,1,,0,, India,Narayanpur district,CPI
2606,2018,12,6,bombing,1,,3,, Pakistan,Kohlu District,Hizbul Ahrar (suspected)
2607,2018,12,6,suicide car bombing,2,1,48,, Iran,Chabahar,Ansar Al-Furqan
2608,2018,12,6,bombing,9,,Several,, Somalia,Mogadishu,Al-Shabaab
2609,2018,12,6,bombing,2,,Several,, Somalia,Merca,Al-Shabaab
2610,2018,12,6,melee attack,17,,0,, Democratic Republic of the Congo,Beni,Allied Democratic Forces
2611,2018,12,6,shooting,0,1,2,1, Pakistan,Dera Ghazi Khan District,Tehrik-i-Taliban Pakistan (suspected)
2612,2018,12,6,shooting,0,,6,, Philippines,Arakan,New People's Army
2613,2018,12,6,grenade attack,0,,6,, Philippines,Arakan,New People's Army
2614,2018,12,6,shooting,5,,1,, Mali,Diafarabé,Al-Qaeda in the Islamic Maghreb (suspected)
2615,2018,12,6,looting,5,,1,, Mali,Diafarabé,Al-Qaeda in the Islamic Maghreb (suspected)
2616,2018,12,6,shooting,1,,0,, Iraq,Al-Shu'ala,Islamic State (suspected)
2617,2018,12,6,shooting,2,,0,, Burkina Faso,Kiembara,Al-Qaeda in the Islamic Maghreb (suspected)
2618,2018,12,6,ambush,2,,0,, Burkina Faso,Kiembara,Al-Qaeda in the Islamic Maghreb (suspected)
2619,2018,12,6,shootings,7,,Dozens,, Nigeria,Borno State,Boko Haram
2620,2018,12,6,arson,7,,Dozens,, Nigeria,Borno State,Boko Haram
2621,2018,12,7,bombing,0,,2,, Colombia,Hacarí,ELN
2622,2018,12,7,shooting,14,,21,, Afghanistan,Shindand District,Taliban
2623,2018,12,7,kidnapping,14,,21,, Afghanistan,Shindand District,Taliban
2624,2018,12,7,shooting,1,,0,, Cameroon,Mbonge,Ambazonia Defence Forces
2625,2018,12,7,bombing,6,,0,, Syria,Daraa Governorate,Militants (suspected)
2626,2018,12,8,arson,0,,0,, Paraguay,Near General Isidoro Resquín,Paraguayan People's Army
2627,2018,12,8,shooting,0,,0,, Paraguay,Near General Isidoro Resquín,Paraguayan People's Army
2628,2018,12,8,bombing,3,,0,, Afghanistan,Guzara District,Taliban
2629,2018,12,8,car bombing,1,,2,, Syria,Azaz District,YPG (suspected)
2630,2018,12,8,shooting,2,,2,, Pakistan,Rawalpindi,Hizbul Ahrar
2631,2018,12,8,shooting,1,,3,, India,Longding district,National Socialist Council of Nagaland
2632,2018,12,8,shootings,44,56,0,, Syria,Hajin,Islamic State
2633,2018,12,8,bombings,44,56,0,, Syria,Hajin,Islamic State
2634,2018,12,8,kidnapping,0,,+12 Kidnapped,, Cameroon,Bamenda,Ambazonia Separatist
2635,2018,12,8,bombing,1,,2,, Syria,Al-Nashabiyah,Militants (suspected)
2636,2018,12,8,bombing,0,,3,, Kenya,Lamu County,Al-Shabaab (suspected)
2637,2018,12,8,shooting,2,2,2,, Nigeria,Bama,Boko Haram
2638,2018,12,8,suicide bombing,2,2,2,, Nigeria,Bama,Boko Haram
2639,2018,12,8,shooting,0,3,5,, India,Srinagar,Lashkar-e-Taiba
2640,2018,12,9,bombing,3,,2,, Somalia,Mogadishu,Al-Shabaab
2641,2018,12,9,shelling,1,,1,, Syria,Hama Governorate,Tahrir al-Sham
2642,2018,12,9,shooting,20,,17,, Afghanistan,Farah Province and Faryab Province,Taliban
2643,2018,12,9,shooting,1,1,7,, West Bank,Ofra,Hamas (suspected)
2644,2018,12,9,shooting,1,,0,, Iraq,Kirkuk,Islamic State (suspected)
2645,2018,12,9,shooting,10,,3,, Afghanistan,Khost Province,Taliban
2646,2018,12,9,arson,1,,0,, Colombia,Antioquia Department,ELN
2647,2018,12,9,shooting,1,,0,, Colombia,Antioquia Department,ELN
2648,2018,12,9,execution,6,,0,, Libya,Jufra District,Islamic State
2649,2018,12,9,shooting,2,several,0,, Rwanda,Rubavu District,Democratic Forces for the Liberation of Rwanda
2650,2018,12,10,shooting,2,,0,, Afghanistan,Fayzabad District,Taliban
2651,2018,12,10,assassination,1,,0,, Cameroon,Njinikejem,Ambazonia Defence Forces (suspected)
2652,2018,12,10,shooting,0,,0,, Philippines,Davao del Sur,New People's Army
2653,2018,12,10,shooting,6,10,10,8, Afghanistan,Pashtun Zarghun District,Taliban
2654,2018,12,10,bombing,2,,0,, Iraq,Nineveh Governorate,Islamic State (suspected)
2655,2018,12,10,shooting,10,,0,, Democratic Republic of the Congo,Oicha,Allied Democratic Forces (suspected)
2656,2018,12,10,looting,10,,0,, Democratic Republic of the Congo,Oicha,Allied Democratic Forces (suspected)
2657,2018,12,11,bombing,0,,0,, Chile,Las Condes,Circulo Iconoclasta Michelle Angiolillo/NANGU
2658,2018,12,11,shooting,8,11,0,, Afghanistan,Arghistan District,Taliban
2659,2018,12,11,shooting,4,,0,, India,Shopian district,Jaish-e-Mohammed
2660,2018,12,11,suicide bombing,12,1,9,, Afghanistan,Paghman District,Taliban
2661,2018,12,11,bombing,2,,4,, Iraq,Diyala Governorate,Islamic State
2662,2018,12,11,shooting,2,,4,, Iraq,Diyala Governorate,Islamic State
2663,2018,12,11,shooting,5,,0,, Afghanistan,Baghlan Province,Taliban
2664,2018,12,11,grenade attack,0,,0,, Colombia,Tibú,EPL
2665,2018,12,11,shooting,42,,0,, Mali,Ménaka Region,Islamic State (suspected)
2666,2018,12,11,shooting,10,,11,, Afghanistan,Kunduz Province,Taliban
2667,2018,12,11,shooting,5,1,12,, France,Strasbourg,Cherif Chekatt
2668,2018,12,11,stabbing,5,1,12,, France,Strasbourg,Cherif Chekatt
2669,2018,12,12,grenade attack,0,2,2,, Russia,Nazran,Islamists (suspected)
2670,2018,12,12,shooting,7,,4,, Afghanistan,Jurm District,Taliban
2671,2018,12,12,car bombing,2,,21,, Syria,Azaz,YPG
2672,2018,12,12,bike bombing,3,,10,, Syria,Al-Bab,YPG
2673,2018,12,12,shooting,3,,0,, Somalia,Lower Shabelle,Al-Shabaab
2674,2018,12,12,execution,3,,0,, Somalia,Lower Shabelle,Al-Shabaab
2675,2018,12,12,shooting,6,,0,, Mozambique,Palma District,Ansar al Sunna
2676,2018,12,12,arson,6,,0,, Mozambique,Palma District,Ansar al Sunna
2677,2018,12,13,stabbing,0,1,2,, Israel,Jerusalem,Islamic Jihad Movement in Palestine (suspected)
2678,2018,12,13,arson,0,,0,, Cameroon,Balikumbat,Ambazonian separatist
2679,2018,12,13,shooting,2,,2,, West Bank,Giv'at Asaf,Hamas (suspected)
2680,2018,12,13,bombing,2,,1,, Pakistan,South Waziristan,Tehrik-i-Taliban Pakistan (suspected)
2681,2018,12,13,bike bombing,4,,9,, Syria,Afrin,YPG (suspected)
2682,2018,12,13,ambush,1,,0,, Afghanistan,Sar-e Pol Province,Taliban
2683,2018,12,13,shooting,1,,0,, Afghanistan,Sar-e Pol Province,Taliban
2684,2018,12,13,shooting,1,7,2,, Philippines,Patikul,Abu Sayyaf
2685,2018,12,14,shooting,6,4,14,, Pakistan,Kech District,Balochistan Liberation Army
2686,2018,12,14,bombing,6,4,14,, Pakistan,Kech District,Balochistan Liberation Army
2687,2018,12,14,atgm attack,10+,,Several,, Syria,Aleppo Governorate,Tahrir al-Sham
2688,2018,12,14,shooting,5,,9,, Afghanistan,Dawlatabad District,Taliban (suspected)
2689,2018,12,14,shooting,1,,0,, Tunisia,Kasserine Governorate,Islamic State
2690,2018,12,14,robbing,1,,0,, Tunisia,Kasserine Governorate,Islamic State
2691,2018,12,14,shooting,3,,Several,, Niger,Diffa Region,Boko Haram
2692,2018,12,16,shooting,2,,8,, Rwanda,Nyamagabe District,Forces Democratiques de la Liberation du Rwanda (suspected)
2693,2018,12,16,arson,2,,8,, Rwanda,Nyamagabe District,Forces Democratiques de la Liberation du Rwanda (suspected)
2694,2018,12,15,shooting,12,,Dozens,, Nigeria,Borno State,Boko Haram
2695,2018,12,15,bombing,2,,1,, Nigeria,Gamboru,Boko Haram
2696,2018,12,15,shooting,1,,0,, Philippines,Talaingod,New People's Army
2697,2018,12,15,shooting,2,,0,, Syria,Diban,Islamic State
2698,2018,12,15,rocket attack,3,,4,, Afghanistan,Gardez,Taliban (suspected)
2699,2018,12,15,bombing,3,,0,, Iraq,Ramadi,Islamic State
2700,2018,12,15,shootings,16,12,6,7, Afghanistan,Kandahar Province,Taliban
2701,2018,12,15,shooting,3,,3,, Egypt,Sinai Peninsula,Islamic State
2702,2018,12,15,kidnapping,3,,3,, Egypt,Sinai Peninsula,Islamic State
2703,2018,12,16,arson,0,,8,, Ireland,Roscommon,Dissident Republican
2704,2018,12,16,attack,0,,8,, Ireland,Roscommon,Dissident Republican
2705,2018,12,16,shooting,15,,24,, Nigeria,Jema'a,Fulani Militants
2706,2018,12,16,ambush,1,,1,, Central African Republic,Mbomou,Lord's Resistance Army
2707,2018,12,16,kidnapping,1,,1,, Central African Republic,Mbomou,Lord's Resistance Army
2708,2018,12,16,looting,1,,1,, Central African Republic,Mbomou,Lord's Resistance Army
2709,2018,12,16,assassination,1,,0,, Cameroon,Ndop,Ambazonia Separatist
2710,2018,12,16,shooting,2,,8,, Afghanistan,Daykundi Province,Taliban
2711,2018,12,16,car bombing,9,,21,, Syria,Afrin,Wrath of Olives
2712,2018,12,16,shooting,1,,1,, Philippines,Talaingod,New People's Army
2713,2018,12,16,landmine,1,,0,, Pakistan,Sibi,Tehrik-i-Taliban Pakistan (suspected)
2714,2018,12,17,bombing,0,,0,, Greece,Athens,Popular Fighters Group
2715,2018,12,17,bombing,2,,6,, Egypt,Rafah,Islamic State
2716,2018,12,17,shooting,5,6,8,12, Afghanistan,Faryab Province,Taliban
2717,2018,12,17,shooting,2,,0,, Democratic Republic of Congo,Goma,Forces Democratiques de la Liberation du Rwanda
2718,2018,12,17,shooting,1,,0,, Colombia,San Vicente del Caguán,FARC dissidents
2719,2018,12,17,shooting,1,,1,, Nigeria,Monguno,Boko Haram
2720,2018,12,17,melee attack,2,,0,, Morocco,Imlil,Islamic State (suspected)
2721,2018,12,17,decapitation,2,,0,, Morocco,Imlil,Islamic State (suspected)
2722,2018,12,18,shooting,3,,0,, Iraq,Mosul,Islamic State
2723,2018,12,18,ambush,0,,6,, Philippines,Catarman,New People's Army
2724,2018,12,18,shooting,0,,6,, Philippines,Catarman,New People's Army
2725,2018,12,18,shooting,4,,0,, Mozambique,Macomia District,Ansar al Sunna
2726,2018,12,18,arson,4,,0,, Mozambique,Macomia District,Ansar al Sunna
2727,2018,12,18,beheading,4,,0,, Mozambique,Macomia District,Ansar al Sunna
2728,2018,12,18,kidnapping,0,,7 Kidnapped,, Cameroon,Bamenda,Ambazonia separatist
2729,2018,12,18,shooting,3,8,0,, Afghanistan,Zabul Province,Taliban
2730,2018,12,19,bombing,10,,1,, Ethiopia,Benishangul-Gumuz Region,Oromo Liberation Front
2731,2018,12,19,shooting,9,10,2,, Mali,Ménaka Region,Islamic State
2732,2018,12,19,kidnapping,0,,+14 Kidnapped,, Philippines,Sibagat,New People's Army
2733,2018,12,19,shooting,0,2,0,, Russia,Stavropol,Wilayah al-Qawqaz
2734,2018,12,19,shooting,1,,1,, Mozambique,Mocímboa da Praia District,Ansar al Sunna
2735,2018,12,19,arson,1,,1,, Mozambique,Mocímboa da Praia District,Ansar al Sunna
2736,2018,12,19,bombing,6,,6,, Mali,Boni,Islamic State (suspected)
2737,2018,12,20,rocket attack,2,,0,, Afghanistan,Dahana i Ghuri District,Taliban
2738,2018,12,20,rocket attack,0,,0,, Afghanistan,Kabul,Taliban
2739,2018,12,20,bombing,2,,1,, Yemen,Al Mahfad District,Al-Qaeda in the Arabian Peninsula (suspected)
2740,2018,12,20,shooting,3,,2,, Burkina Faso,Oudalan Province,Islamic State (suspected)
2741,2018,12,20,kidnapping,3,,2,, Burkina Faso,Oudalan Province,Islamic State (suspected)
2742,2018,12,20,artillery shelling,6,,5,, Syria,Latakia Governorate,Tahrir al-Sham
2743,2018,12,20,arson,0,,0,, Greece,Athens,Sophia Perovskaya Cell
2744,2018,12,20,shooting,3,,3,, Mozambique,Macomia District,Ansar al Sunna
2745,2018,12,20,arson,3,,3,, Mozambique,Macomia District,Ansar al Sunna
2746,2018,12,21,shooting,3,,0,, Niger,Gueskerou,Boko Haram
2747,2018,12,21,bombing,20,,20,, Somalia,Gedo,Al-Shabaab
2748,2018,12,21,grenade attack,1,,30,, Yemen,Ash Shihr District,Al-Qaeda in the Arabian Peninsula
2749,2018,12,22,suicide car bombing,26,,40,, Somalia,Mogadishu,Al-Shabaab
2750,2018,12,22,car bombing,26,,40,, Somalia,Mogadishu,Al-Shabaab
2751,2018,12,22,bombing,3,,4,, Burkina Faso,Kompienga Province,Al-Qaeda in the Islamic Maghreb
2752,2018,12,22,grenade attack,0,,6,, India,Anantnag district,Jaish-e-Mohammed (suspected)
2753,2018,12,22,shooting,0,,1,, Northern Ireland,Derry,Dissident republicans
2754,2018,12,22,shooting,1,,0,, Syria,Idlib Governorate,Tahrir al-Sham
2755,2018,12,22,shooting,1,,0,, Paraguay,Near General Isidoro Resquín,Paraguayan People's Army
2756,2018,12,22,arson,1,,0,, Paraguay,Near General Isidoro Resquín,Paraguayan People's Army
2757,2018,12,22,shooting,1,,0,, Iraq,Khanaqin,Islamic State
2758,2018,12,22,bombing,1,,0,, Iraq,Khanaqin,Islamic State
2759,2018,12,22,bombing,0,,2,, Colombia,La Macarena,FARC dissidents
2760,2018,12,22,shooting,1,,0,, Cameroon,Mbengwi,Ambazonia Defence Forces
2761,2018,12,22,ambush,1,,0,, Cameroon,Mbengwi,Ambazonia Defence Forces
2762,2018,12,22,shooting,5,,6,, Democratic Republic of the Congo,Beni,Allied Democratic Forces
2763,2018,12,22,looting,5,,6,, Democratic Republic of the Congo,Beni,Allied Democratic Forces
2764,2018,12,23,arson,0,,0,, Italy,Genoa,Immediate Action Group
2765,2018,12,23,sabotage,0,,0,, Italy,Genoa,Immediate Action Group
2766,2018,12,23,ambush,3,,4,, Afghanistan,Takhar Province,Taliban
2767,2018,12,23,shooting,3,,4,, Afghanistan,Takhar Province,Taliban
2768,2018,12,23,grenade attack,2,,2,, Somalia,Bosaso,Islamic State in Somalia (suspected)
2769,2018,12,23,bombing,3,,2,, Afghanistan,Helmand Province,Taliban
2770,2018,12,23,shooting,1,1,3,, Philippines,Lubuagan,New People's Army
2771,2018,12,23,bombing,7,,0,, Afghanistan,Dih Yak District,Taliban
2772,2018,12,23,stabbing,1,,Several,, Cameroon,Noun (department),Ambazonia Defence Forces
2773,2018,12,23,kidnapping,1,,Several,, Cameroon,Noun (department),Ambazonia Defence Forces
2774,2018,12,23,arson,1,,Several,, Cameroon,Noun (department),Ambazonia Defence Forces
2775,2018,12,23,shooting,1,,0,, Nigeria,Chibok,Boko Haram
2776,2018,12,23,arson,1,,0,, Nigeria,Chibok,Boko Haram
2777,2018,12,24,arson,0,,0,, France,Colombier,Anarchists
2778,2018,12,24,suicide car bomb,43,4,25,, Afghanistan,Kabul,Islamic State (suspected)
2779,2018,12,24,shooting,43,4,25,, Afghanistan,Kabul,Islamic State (suspected)
2780,2018,12,24,mortar attack,4,,0,, Afghanistan,Faryab Province,Taliban
2781,2018,12,24,shooting,2,,0,, Afghanistan,Faizabad district,Taliban
